d1,d2,c1
3.1596570717071373,0.7282311778659157,in
1.8220124205183372,8.076863681721946,in
10.288082225614021,10.337191490182317,in
-1.642705221937004,7.633388207128919,in
2.0095496092568927,21.964018104590632,in
-3.096608853693052,-10.272174368517376,in
-5.57306008988156,4.692313522214391,in
-1.9048736771516648,-0.9289495269935032,in
-0.875945787903492,7.050276071491672,in
15.074265053253724,1.9270425494978405,in
8.952716021894977,-2.0091004681657427,in
20.151462941709486,-18.826559518349715,in
-9.636716646817751,17.138797236956222,in
5.301980490710565,-0.5948103981541751,in
-9.621419091176316,14.900434438433628,in
5.394969563889198,-6.372355218779524,in
-7.879046124429961,11.958892922998396,in
5.502724502427068,2.914880266110585,in
-2.931881116234623,3.3418380734990953,in
-6.049915766640161,-13.225315436950229,in
0.6369544467537245,6.873740028698943,in
0.7116305276437701,-0.21738663932849572,in
-16.275592768609442,-8.925548076257932,in
7.944553881708681,1.0340526061351978,in
-7.970046584343282,8.492219730832053,in
1.4100500620491119,1.9646448566154149,in
6.848348518521101,-5.594857603189148,in
-3.7250888238124293,4.122824417057388,in
2.4873567716395226,3.957159441978471,in
0.023725479752696385,-16.2467489043456,in
15.675744940757728,-6.885729797935246,in
-0.6137307098736763,-0.5058133992545455,in
11.136840218460604,1.0341910297830745,in
14.278726909923842,-2.68294991823858,in
-10.71148603171541,-20.690175545526422,in
6.377627294000221,1.43275610251688,in
2.728747119673019,-4.277285862064238,in
10.968084845168883,-19.063475581319437,in
12.355009990620772,-10.796989063886713,in
-4.9489043299315805,-8.586578707171286,in
-24.74556044896081,-4.042234975903702,in
4.0874810496783,-0.2514565671608597,in
3.9722810503581925,-15.604283710182365,in
3.60882482264399,-2.095217942128845,in
-0.41899370564324695,-8.081283744644669,in
9.228464003167552,5.230304367867943,in
-20.23029323766034,-23.36296569709914,in
-28.80307801549746,14.211577340619495,in
7.65759581628158,-17.733479750878285,in
8.789345828160577,8.961462680802772,in
-8.831064667510732,-3.3361215390401915,in
-1.2393103011304112,7.354982732268031,in
0.40872932652152,-4.031820274610977,in
-3.2539368645914886,-7.299609648009517,in
3.356270144349004,-3.033159526027017,in
-10.438232268507635,10.96133666769289,in
-8.447804716996073,-11.059973505492454,in
-6.084351992687283,7.9187636510232915,in
2.453002436915477,0.9505351627805646,in
-9.877062517704985,6.711271390242737,in
12.281798642219446,-6.411767697631237,in
4.042618975679652,-0.48401235607868875,in
5.203930171160479,-11.959424421734541,in
13.62845857968413,7.541393592633065,in
-18.285175481951764,2.6300392773493715,in
-5.974731011521957,-5.610324951430936,in
7.46809628199242,-5.485562001583957,in
-8.00201121423626,-5.834246643763855,in
8.93737523299435,11.467853944106905,in
