id d1 d2 d3 d4 d5 d6 c1 c2
135 -0.5710469688477741 -0.0371148005844456 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.9109415229028571 Black Female
151 0.4881368907652036 0.10739755368832245 1.5204714121155403 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
176 -0.0414550390412852 -0.32670748641652475 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 -1.0775058154423174 Black Female
207 1.1690408005164035 -0.12357040988440568 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -1.743762985600158 Black Male
312 -0.6467029588201295 -0.9040279993232 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
384 -0.5710469688477741 7.984693473329993 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
399 0.6394488707099147 0.9252848463103033 1.5204714121155403 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
447 0.18551293087578144 0.036835842123458494 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Female
473 -0.34407899893070737 1.399612144590507 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 0.7547014024917444 White Male
610 -0.8736709287371962 -0.7368060198768194 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 White Male
624 -0.5710469688477741 -0.608471551982419 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 0.338290671143094 White Male
785 0.7151048606822703 1.307779683644606 2.303908619203621 -0.14673320201323659 -0.2187802566102861 0.7547014024917444 White Male
876 0.33682491082049254 0.353379050202005 1.5204714121155403 -0.14673320201323659 -0.2187802566102861 0.17172637860363388 White Male
960 -1.1006388986542628 -1.4700078990752325 -0.04640300206062135 -0.14673320201323659 -0.2187802566102861 -0.3279664990147466 White Female
1103 0.4881368907652036 1.2408719592898356 -0.43812160560466173 -0.14673320201323659 -0.2187802566102861 3.2531657905836466 Black Male
1178 0.261168920848137 -0.29164435526060095 0.7370342050274594 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 Asian-Pac-Islander Female
1308 0.5637928807375592 -0.5207190612115189 -1.2215588126927426 -0.14673320201323659 -0.2187802566102861 0.17172637860363388 Amer-Indian-Eskimo Male
1361 1.093384810544048 0.702306429901614 -0.43812160560466173 13.175192739899513 -0.2187802566102861 -0.07812006020555637 White Male
1364 -0.5710469688477741 0.18661145258485873 -1.613277416236783 0.13369614335748053 -0.2187802566102861 -0.07812006020555637 White Male
1368 -0.11711102901364075 -0.13728706135442015 1.5204714121155403 -0.14673320201323659 -0.2187802566102861 1.5875228651890452 White Male
1380 0.7907608506546259 -1.3200997605803055 -0.04640300206062135 0.29622526514003394 -0.2187802566102861 0.338290671143094 White Male
1382 1.925600700239959 -0.097490786143971 1.1287528085714997 1.854772966561421 -0.2187802566102861 1.171112133840395 White Male
1393 0.4124809007928481 -0.6224248606551597 1.1287528085714997 -0.14673320201323659 -0.2187802566102861 -0.07812006020555637 Asian-Pac-Islander Male
