d1 d2 d3 d4 d5 d6
0.4839337802111838 -0.4777237065251057 -2.4184767679661996 -0.0752159477425256 -0.2187802566102861 0.12083173366102108
1.9256007002399589 -0.34549806831299035 -1.0746643363637274 -0.14673320201323659 -0.2187802566102861 -2.108122375530227
0.6787899854955393 -0.5438760000525777 -0.29187999361488676 -0.046061065334023515 -0.21878025661028583 0.1683950927528447
-0.7727962754407223 1.4890824511102625 -0.17697586990863481 -0.1160391777028265 -0.2187802566102861 -1.8325972749545367
0.5548921760349289 -0.22090668210500403 0.7370342050274593 -0.14673320201323659 4.535019343323491 0.33339172136252176
0.07202894591724812 0.6647962632695006 0.7370342050274594 13.175192739899513 -0.2187802566102861 0.7547014024917444
-0.7942321392662229 1.6104344271239586 0.3257296713062169 -0.14673320201323659 -0.2187802566102861 0.18005459323060696
1.295134117136996 0.7651731010436096 -0.5106620877424473 -0.0470644630937594 -0.218780256610286 -0.2107545894499413
-1.2087188843290566 0.9131328370320275 -1.5573176157304913 -0.09658516502295225 -0.2187802566102861 -0.8752491745015443
-0.7465044775070669 -0.8910340083156382 -0.29643615325894523 -0.1087256506706789 -0.21878025661028586 -0.04976869126266953
-1.3518167853624836 -0.43050647148683885 -0.3284403966123306 -0.14673320201323659 -0.21878025661028602 -2.02692228291724
0.00718095451237196 -0.19418012905325122 1.212692509330937 -0.14673320201323659 0.14140386809637162 -1.874634929738305
-0.4281412100111024 3.5784739895094466 -0.5686944734526751 0.17939080628487053 -0.2187802566102861 0.06068351691066043
-0.708236497330979 0.2945757306403298 -0.3858924584654563 -0.1219364092254285 -0.21878025661028583 -0.04036548722994537
0.6495363360395622 1.223696957230648 1.102638235001897 -0.10543481860947303 0.10669072620495615 0.29387352646590464
1.28101166567549 -0.60853327218089 1.3481152265561622 0.020197528116608254 -0.21878025661028602 0.03514365872127657
-0.3116550032282692 0.21225562707227708 0.03753669869881588 -0.14673320201323659 -0.2187802566102861 1.8076256803304744
-0.1862822198455088 -0.10404794868442314 1.3302080903941487 0.2428380646219521 -0.2187802566102859 1.0640350886364558
0.5940552767265014 -0.0554481607652441 -0.3597778848958536 -0.14673320201323659 -0.2187802566102861 3.4530429416309993
-0.21618434921553492 -0.3136548274410167 1.268652309837228 -0.13186641837165136 -0.21878025661028588 -0.12967567456300827
